,state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,average_hourly_night_rate,average_hourly_day_rate,average_hourly_intl_rate,average_hourly_eve_rate,total_minutes,state,international plan,voice mail plan,churn
555,NE,74,no,yes,25,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,2,3.54,2,22.21518987341772,5.882708585247884,3.700564971751412,11.766437684003927,503.1,NE,no,yes,False
2260,IN,88,yes,yes,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13.0,5,3.51,1,22.217898832684828,5.881753312945974,3.7037037037037037,11.764025448235975,733.3,IN,yes,yes,False
223,ME,35,no,no,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,22.232142857142858,5.882584712371947,3.7083333333333335,11.762991743564838,574.7,ME,no,no,False
1919,WA,100,no,no,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,22.21366698748797,5.880398671096346,3.6964980544747084,11.76213857064921,526.7,WA,no,no,True
1104,AL,72,no,no,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,22.214111922141118,5.881717526330003,3.701067615658363,11.767990074441686,600.5,AL,no,no,False
2882,MI,178,yes,no,0,124.5,134,21.17,141.2,78,12.0,268.2,113,12.07,11.4,2,3.08,2,22.220381110190555,5.880963627775153,3.7012987012987013,11.766666666666666,545.3,MI,yes,no,True
8,LA,117,no,no,0,184.5,97,31.37,351.6,80,29.89,215.8,90,9.71,8.7,4,2.35,1,22.224510813594232,5.881415364998406,3.7021276595744674,11.763131482101038,760.6,LA,no,no,False
1825,TX,120,no,no,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,22.203065134099617,5.882523148148148,3.6966824644549763,11.765504753282027,586.9000000000001,TX,no,no,False
317,RI,119,no,yes,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,22.228915662650603,5.881178232651023,3.707317073170732,11.763628034814477,529.8,RI,no,yes,False
1336,MS,124,no,no,0,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,11.1,6,3.0,3,22.234169653524493,5.8816651075771755,3.6999999999999997,11.762767710049422,662.9000000000001,MS,no,no,False
429,OR,49,no,no,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,22.21761658031088,5.8817733990147785,3.701492537313433,11.764959104606113,619.5,OR,no,no,False
2254,FL,97,no,yes,28,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1,22.2260569456428,5.882523989531841,3.701657458563536,11.768707482993198,535.8000000000001,FL,no,yes,False
105,AZ,95,no,no,0,238.1,65,40.48,187.2,98,15.91,190.0,115,8.55,11.8,4,3.19,4,22.22222222222222,5.881916996047432,3.699059561128527,11.766184789440603,627.1,AZ,no,no,False
2534,CO,81,no,no,0,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18.0,2,4.86,1,22.230320699708454,5.882653061224489,3.7037037037037033,11.76439790575916,510.5,CO,no,no,False
142,MI,157,no,yes,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,22.20647773279352,5.882712278558338,3.695652173913043,11.762936221419976,504.6,MI,no,yes,False
121,TX,41,no,yes,22,213.8,102,36.35,141.8,86,12.05,142.2,123,6.4,7.2,3,1.94,0,22.218749999999996,5.8817056396148555,3.711340206185567,11.767634854771785,505.0,TX,no,yes,False
2634,AL,102,no,no,0,123.1,106,20.93,182.0,102,15.47,244.6,75,11.01,12.6,7,3.4,2,22.216167120799273,5.881509794553272,3.7058823529411766,11.76470588235294,562.3,AL,no,no,False
3179,UT,110,no,no,0,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1,22.215320910973084,5.882712278558338,3.7007874015748032,11.761998685075607,595.5,UT,no,no,False
1197,MO,98,no,no,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4,22.223914699162222,5.882978723404255,3.707165109034268,11.762114537444933,738.5,MO,no,no,False
2196,OH,132,no,yes,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,22.234375,5.882920553232551,3.6977491961414795,11.766599597585511,629.1,OH,no,yes,False
2884,UT,170,no,no,0,285.7,44,48.57,167.5,144,14.24,260.0,97,11.7,8.7,4,2.35,1,22.222222222222225,5.882231830347951,3.7021276595744674,11.762640449438202,721.9000000000001,UT,no,no,True
1696,PA,141,no,no,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,22.225433526011564,5.882673942701228,3.701492537313433,11.765395894428151,582.4,PA,no,no,False
115,ME,36,yes,yes,42,196.8,89,33.46,254.9,122,21.67,138.3,126,6.22,20.0,6,5.4,0,22.234726688102896,5.881649731022116,3.7037037037037033,11.762805722196584,610.0,ME,yes,yes,True
1739,NJ,80,no,no,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,22.20744680851064,5.882224168126094,3.6942675159235665,11.762407190308714,742.5,NJ,no,no,True
1569,NC,73,no,yes,31,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,11.5,3,3.11,0,22.231884057971016,5.8819969742813925,3.6977491961414795,11.76470588235294,612.0,NC,no,yes,False
2386,CT,120,yes,no,0,202.0,123,34.34,184.3,78,15.67,176.0,89,7.92,7.4,2,2.0,2,22.22222222222222,5.88235294117647,3.7,11.761327377153798,569.7,CT,yes,no,True
3108,HI,98,no,yes,30,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11.0,8,2.97,2,22.22490931076179,5.882666666666666,3.7037037037037033,11.76774193548387,487.5,HI,no,yes,False
3273,IN,131,no,no,0,240.9,108,40.95,167.4,91,14.23,322.2,109,14.5,14.7,8,3.97,3,22.220689655172414,5.882783882783882,3.7027707808564227,11.763879128601546,745.2,IN,no,no,False
1972,ND,124,no,no,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,22.22764227642276,5.882583170254404,3.698224852071006,11.76551724137931,555.4,ND,no,no,False
2452,OH,135,no,no,0,173.4,107,29.48,222.0,84,18.87,64.2,94,2.89,13.7,6,3.7,1,22.214532871972317,5.881953867028494,3.702702702702702,11.76470588235294,473.3,OH,no,no,False
676,MA,42,no,no,0,241.2,134,41.0,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0,22.21897810218978,5.882926829268293,3.7062937062937062,11.767676767676766,520.5,MA,no,no,False
2429,MA,101,no,yes,21,238.0,88,40.46,209.6,84,17.82,233.0,95,10.49,10.0,5,2.7,2,22.21163012392755,5.88235294117647,3.7037037037037033,11.762065095398428,690.6,MA,no,yes,False
2316,CT,135,yes,no,0,186.0,107,31.62,66.0,94,5.61,213.1,105,9.59,12.9,4,3.48,1,22.221063607924922,5.88235294117647,3.706896551724138,11.76470588235294,478.0,CT,yes,no,False
1873,WI,107,no,yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,22.23112128146453,5.882631329862755,3.7037037037037033,11.765285996055226,574.1999999999999,WI,no,yes,False
594,WV,90,no,no,0,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2,22.215815485996703,5.8821847297683725,3.698224852071006,11.765988372093023,649.8,WV,no,no,False
1815,IN,101,no,yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,22.22766217870257,5.8830146231721026,3.6964980544747084,11.768607221812822,560.0,IN,no,yes,False
3156,IN,64,no,no,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,22.223371251292658,5.881136950904392,3.701067615658363,11.761467889908257,531.4,IN,no,no,False
894,ME,97,no,no,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,22.233676975945016,5.881207400194742,3.707165109034268,11.767151767151768,496.59999999999997,ME,no,no,True
3028,NV,129,no,no,0,150.0,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,22.22978723404255,5.882352941176471,3.698224852071006,11.767088607594937,656.1,NV,no,no,False
1999,WY,160,no,no,0,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0,22.237762237762237,5.881934566145093,3.7074829931972793,11.765417170495768,447.2,WY,no,no,False
2437,CA,105,no,yes,31,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,4,22.228373702422147,5.882984433709072,3.705357142857143,11.764983482774893,688.4,CA,no,yes,True
214,FL,70,yes,no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,22.24924012158055,5.882200311364816,3.7052631578947373,11.763795771015987,545.6,FL,yes,no,True
783,KS,103,yes,no,0,62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,3,22.220459952418715,5.880149812734082,3.7007874015748032,11.767955801104973,522.8,KS,yes,no,False
2395,CO,128,no,no,0,199.3,86,33.88,194.8,102,16.56,298.2,82,13.42,14.3,2,3.86,4,22.220566318926974,5.882526564344746,3.7046632124352334,11.763285024154591,706.6,CO,no,no,False
1459,VA,95,no,no,0,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,22.211740041928724,5.88235294117647,3.701149425287357,11.767614338689741,615.4,VA,no,no,False
2058,CT,97,no,no,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,22.223987291501192,5.882513661202186,3.7003058103975532,11.766990291262136,749.6,CT,no,no,False
805,AL,83,no,no,0,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0,22.20524017467249,5.882523989531841,3.695652173913043,11.762988908347928,512.3,AL,no,no,False
2800,SD,52,yes,no,0,251.4,118,42.74,196.6,80,16.71,192.0,53,8.64,11.0,2,2.97,0,22.22222222222222,5.882077678989237,3.7037037037037033,11.765409934171155,651.0,SD,yes,no,True
1789,GA,133,no,no,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,22.237354085603112,5.882048629073979,3.7007874015748032,11.768488745980708,419.59999999999997,GA,no,no,False
1885,SD,27,no,no,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,22.226720647773277,5.882206759443339,3.702623906705539,11.765601217656013,646.0,SD,no,no,False
2540,FL,90,no,yes,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,22.223543400713435,5.884297520661158,3.706896551724138,11.761658031088082,452.6,FL,no,yes,False
2957,MI,55,no,yes,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,22.227926078028748,5.882186349476068,3.7055837563451774,11.767825574543313,631.2,MI,no,yes,False
1529,NJ,197,no,no,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,22.218963831867057,5.88145896656535,3.7062937062937062,11.762688614540467,564.2,NJ,no,no,False
2295,OR,190,no,no,0,142.9,96,24.29,177.9,96,15.12,113.3,117,5.1,6.6,4,1.78,0,22.215686274509803,5.883079456566489,3.7078651685393256,11.765873015873018,440.70000000000005,OR,no,no,False
3011,CO,103,no,yes,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,22.225249772933697,5.881226053639846,3.7062937062937062,11.765564202334632,650.7,CO,no,yes,False
1352,WA,136,no,yes,16,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,22.221135029354205,5.881587508132727,3.700564971751412,11.765049678550556,531.9000000000001,WA,no,yes,False
274,PA,92,no,yes,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,22.230483271375466,5.8816660179058,3.7037037037037033,11.763285024154591,595.0999999999999,PA,no,yes,False
71,MN,162,no,yes,46,224.9,97,38.23,188.2,84,16.0,254.6,61,11.46,12.1,2,3.27,0,22.216404886561953,5.882814543552184,3.7003058103975532,11.7625,679.8,MN,no,yes,False
725,TN,57,no,no,0,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,2,22.21476510067114,5.882584712371947,3.707165109034268,11.762632197414806,593.0999999999999,TN,no,no,False
1095,ID,106,no,no,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6.0,3,1.62,1,22.209944751381215,5.882100750267952,3.7037037037037033,11.765402843601896,639.8,ID,no,no,False
396,TX,84,no,no,0,138.6,102,23.56,199.0,93,16.92,204.1,137,9.18,7.8,4,2.11,0,22.233115468409586,5.882852292020374,3.6966824644549763,11.761229314420802,549.5,TX,no,no,False
586,TX,90,yes,no,0,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27,1,22.224510813594232,5.881728984354283,3.7004405286343616,11.76674364896074,649.8,TX,yes,no,False
1886,ID,224,no,no,0,111.4,133,18.94,175.0,66,14.88,217.2,106,9.77,5.5,6,1.49,3,22.231320368474922,5.881731784582893,3.691275167785235,11.760752688172042,509.1,ID,no,no,False
2240,WY,78,no,no,0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,22.226832641770397,5.881647341063574,3.702702702702702,11.767825574543313,521.1999999999999,WY,no,no,False
2246,MT,119,no,no,0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1,22.22877358490566,5.883122546881815,3.704918032786886,11.763070077864294,546.2,MT,no,no,False
503,MI,109,yes,yes,26,217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51,0,22.22486144101346,5.882990249187432,3.7051792828685266,11.762328213419565,652.7,MI,yes,yes,False
2259,NC,210,no,yes,31,313.8,87,53.35,147.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,22.226066897347174,5.881911902530459,3.6996336996336994,11.768924302788843,664.3,NC,no,yes,False
2473,CO,66,no,yes,40,141.7,87,24.09,268.3,89,22.81,241.3,68,10.86,8.5,7,2.3,0,22.21915285451197,5.882108758821087,3.695652173913044,11.762384918895222,659.8,CO,no,yes,False
3309,VT,100,yes,no,0,219.4,112,37.3,225.7,102,19.18,255.3,95,11.49,12.0,4,3.24,4,22.219321148825067,5.882037533512065,3.7037037037037033,11.767466110531803,712.4000000000001,VT,yes,no,False
3043,MD,176,no,no,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9.0,2,2.43,1,22.216216216216218,5.882867132867133,3.7037037037037033,11.764258555133079,530.0,MD,no,no,False
2805,KS,166,yes,yes,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,22.231833910034602,5.881565741050519,3.7012987012987013,11.76252319109462,569.3,KS,yes,yes,False
1267,IN,86,no,no,0,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46,1,22.23196881091618,5.883185840707964,3.6986301369863015,11.764976958525347,655.0,IN,no,no,False
1984,TN,112,no,no,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,22.22067039106145,5.88171810921649,3.7020316027088036,11.76378772112383,674.1,TN,no,no,True
2103,NH,74,no,no,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,22.22567287784679,5.882004735595896,3.7022900763358773,11.765049678550556,723.8,NH,no,no,True
206,IN,122,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,22.224969097651424,5.881785283474065,3.702702702702702,11.7671809256662,521.2,IN,no,no,False
738,KS,68,no,no,0,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,22.23044397463002,5.8812684365781704,3.7012987012987013,11.763556424035174,622.0,KS,no,no,False
1881,NE,76,no,no,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,22.21698113207547,5.882226056945643,3.701923076923077,11.767048282727725,752.3,NE,no,no,True
529,DC,100,yes,no,0,68.5,110,11.65,337.1,115,28.65,205.2,99,9.23,12.1,9,3.27,0,22.231852654387865,5.879828326180258,3.7003058103975532,11.766143106457244,622.9000000000001,DC,yes,no,False
2622,IL,86,no,yes,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,22.228024369016538,5.881397238017872,3.7060702875399363,11.762692527096405,618.0,IL,no,yes,False
2307,MI,61,no,yes,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3,22.213656387665196,5.882225119513254,3.7074829931972793,11.764361078546308,684.0,MI,no,yes,False
904,MD,61,no,no,0,260.0,123,44.2,210.5,127,17.89,234.7,70,10.56,9.0,3,2.43,1,22.225378787878785,5.88235294117647,3.7037037037037033,11.766349916154276,714.2,MD,no,no,True
379,KS,127,no,no,0,221.0,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,22.221163012392754,5.88235294117647,3.695652173913043,11.764275256222547,621.6,KS,no,no,False
1571,IL,179,no,no,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,22.229965156794428,5.881615249561074,3.696969696969697,11.762177650429798,596.2,IL,no,no,False
2096,KS,94,no,yes,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,22.222222222222225,5.882946518668012,3.701149425287357,11.765316718587746,480.6,KS,no,yes,False
2977,MT,132,no,no,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,22.22772277227723,5.881820922520349,3.701657458563536,11.762845849802373,575.1,MT,no,no,False
2728,MI,86,no,no,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,22.216288384512684,5.883287018658197,3.7125748502994016,11.766405282707389,605.9000000000001,MI,no,no,False
388,WI,85,no,no,0,102.0,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,22.218890554722638,5.882352941176471,3.702422145328719,11.76316935132782,531.0999999999999,WI,no,no,False
199,DC,63,no,no,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,22.21518987341772,5.882352941176471,3.7037037037037037,11.76079734219269,518.7,DC,no,no,False
3257,NY,171,no,no,0,137.5,110,23.38,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2,22.22475322703113,5.881094952951241,3.7047353760445687,11.763657957244655,641.6,NY,no,no,False
1057,WV,86,no,yes,38,123.0,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,22.218649517684888,5.88235294117647,3.7047353760445687,11.766256590509666,408.4,WV,no,yes,False
593,ME,82,no,yes,29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,22.21784776902887,5.883021010789324,3.6964980544747084,11.763888888888888,640.1,ME,no,yes,False
522,KY,122,no,yes,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,7,22.228704784130688,5.882216554602365,3.7096774193548385,11.765913757700204,682.5999999999999,KY,no,yes,False
2248,CT,152,no,yes,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,22.220381110190555,5.881918819188192,3.7047353760445687,11.76702307259426,729.6999999999999,CT,no,yes,False
2268,AR,86,no,yes,16,145.7,88,24.77,191.0,129,16.24,215.5,82,9.7,11.3,7,3.05,0,22.216494845360828,5.882115462252725,3.704918032786886,11.761083743842367,563.5,AR,no,yes,False
431,NE,148,no,no,0,178.3,98,30.31,282.6,110,24.02,181.0,98,8.15,11.4,4,3.08,1,22.208588957055213,5.882547014186738,3.7012987012987013,11.765195670274773,653.3,NE,no,no,False
1091,ME,59,no,no,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,22.23826714801444,5.88256101874779,3.7037037037037033,11.764995083579155,538.8,ME,no,no,False
1876,OK,46,no,no,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,22.231638418079097,5.883195987101397,3.6986301369863015,11.762589928057553,604.5999999999999,OK,no,no,False
2940,HI,24,no,no,0,156.2,104,26.55,90.0,101,7.65,205.1,116,9.23,7.3,5,1.97,1,22.221018418201517,5.883239171374764,3.7055837563451774,11.76470588235294,458.59999999999997,HI,no,no,False
208,MD,106,no,no,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,22.230769230769234,5.8828382838283835,3.708206686930091,11.76607281177382,638.1,MD,no,no,False
494,MD,18,no,no,0,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21,1,22.21631205673759,5.882605891206193,3.710407239819004,11.765913757700204,647.0000000000001,MD,no,no,False
2829,MS,130,no,yes,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1,22.22222222222222,5.882891125343092,3.7058823529411766,11.761929732564237,698.1,MS,no,yes,False
1738,VA,127,no,yes,25,173.0,91,29.41,245.8,64,20.89,300.0,99,13.5,4.8,3,1.3,0,22.22222222222222,5.88235294117647,3.692307692307692,11.766395404499761,723.6,VA,no,yes,False
3233,OK,112,no,no,0,166.0,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0,22.21326164874552,5.882352941176471,3.7058823529411766,11.766561514195583,494.79999999999995,OK,no,no,False
797,VA,68,yes,no,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,22.228443449048154,5.881188118811881,3.6989795918367347,11.76407506702413,580.9,VA,yes,no,True
2768,NV,121,no,yes,44,116.0,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1,22.214221422142217,5.882352941176471,3.7037037037037033,11.763322884012538,524.9,NV,no,yes,False
1194,VT,48,no,no,0,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1,22.213822894168466,5.88198563846394,3.7078651685393256,11.765957446808512,573.2,VT,no,no,False
1193,NM,119,yes,yes,15,160.0,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,22.243243243243242,5.882352941176471,3.7021276595744674,11.76305446378439,460.5,NM,yes,yes,True
1966,NE,77,no,no,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,22.22960151802657,5.881944444444445,3.7037037037037033,11.76208651399491,590.6,NE,no,no,False
2142,MT,100,no,no,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,22.2154779969651,5.880560633759902,3.698224852071006,11.762730833799663,465.6,MT,no,no,True
1669,MS,17,no,yes,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,10,2.19,1,22.211640211640216,5.881481481481481,3.6986301369863015,11.765217391304349,687.1,MS,no,yes,False
2482,MT,157,no,no,0,240.2,67,40.83,153.0,98,13.01,249.0,72,11.21,10.2,6,2.75,2,22.21231043710972,5.882929218711731,3.709090909090909,11.760184473481937,652.4,MT,no,no,False
1541,MT,48,no,yes,36,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,7.6,4,2.05,3,22.22222222222222,5.882802547770701,3.707317073170732,11.761403508771929,676.1,MT,no,yes,False
1421,MN,37,no,yes,20,264.7,81,45.0,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,22.22573839662447,5.882222222222222,3.701067615658363,11.766304347826088,702.3,MN,no,yes,False
1487,UT,116,no,yes,44,230.6,94,39.2,224.1,103,19.05,244.0,76,10.98,11.1,2,3.0,0,22.22222222222222,5.882653061224489,3.6999999999999997,11.763779527559054,709.8000000000001,UT,no,yes,False
83,GA,70,no,yes,24,249.5,101,42.42,259.7,98,22.07,222.7,68,10.02,9.8,4,2.65,1,22.22554890219561,5.881659594530881,3.6981132075471703,11.767104666968736,741.7,GA,no,yes,False
3286,OH,106,no,yes,30,220.1,105,37.42,222.2,109,18.89,158.4,96,7.13,13.1,8,3.54,0,22.21598877980365,5.881881346873329,3.700564971751412,11.762837480148226,613.8,OH,no,yes,False
2476,WV,84,no,no,0,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1,22.227488151658765,5.881410256410256,3.707865168539326,11.768334475668265,562.9,WV,no,no,False
20,FL,147,no,no,0,155.1,117,26.37,239.7,93,20.37,208.8,133,9.4,10.6,4,2.86,0,22.21276595744681,5.881683731513083,3.7062937062937062,11.767304860088364,614.2,FL,no,no,False
3096,CO,118,no,yes,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3,22.232667450058752,5.882704967085576,3.6981132075471703,11.768465909090908,659.5999999999999,CO,no,yes,False
1639,AR,68,no,no,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,22.232142857142858,5.882152588555858,3.70253164556962,11.768189509306259,497.79999999999995,AR,no,no,False
1889,SD,91,no,no,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,22.21502590673575,5.88235294117647,3.705035971223022,11.76814011676397,475.9,SD,no,no,True
