,state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,average_night_rate_by_min,average_day_rate_by_min,average_intl_rate_by_min,average_eve_rate_by_min,total_minutes,churn
2022,DE,115,no,no,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,0.04499710815500289,0.17000783085356305,0.269811320754717,0.0850191361399672,494.1,False
3137,AK,58,no,no,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,0.04502185526954832,0.16997725549658832,0.27006802721088435,0.08502386634844869,520.1,False
1939,AZ,113,no,no,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,0.04497473329590118,0.17000777000777,0.26956521739130435,0.0849845882870982,543.0999999999999,True
2454,DC,45,no,no,0,96.1,103,16.34,246.8,134,20.98,229.7,92,10.34,9.7,4,2.62,1,0.04501523726599913,0.17003121748178981,0.2701030927835052,0.08500810372771475,582.3,False
2952,WY,123,no,no,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,0.04501116902457185,0.16998348472336913,0.26951219512195124,0.08500663423264042,745.1,True
1065,NY,68,no,yes,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,0.04499404052443384,0.17002087682672234,0.26969696969696966,0.08498527968596663,621.0,False
118,MO,112,no,yes,36,113.7,117,19.33,157.5,82,13.39,177.6,118,7.99,10.0,3,2.7,2,0.044988738738738744,0.1700087950747581,0.27,0.08501587301587302,458.8,False
1031,UT,87,no,no,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,0.045014925373134326,0.16999316473000683,0.269811320754717,0.0849825378346915,490.90000000000003,False
1656,ND,101,no,yes,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,0.045005332385353716,0.16997167138810199,0.27009345794392525,0.08498057833405266,629.6,False
282,AK,48,no,yes,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,0.04496877168632894,0.1700047236655645,0.269672131147541,0.0849906191369606,527.9,False
2044,MT,80,yes,yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10.0,10,2.7,0,0.0450187969924812,0.1699782844733985,0.27,0.08501492537313433,574.5,False
1324,VA,118,no,no,0,154.6,112,26.28,184.2,105,15.66,217.4,102,9.78,12.6,5,3.4,2,0.04498620055197792,0.16998706338939198,0.2698412698412698,0.08501628664495114,568.8,False
2595,AL,25,no,no,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1,0.04497290788681517,0.16998867497168746,0.2702380952380952,0.08499288762446656,720.5999999999999,True
974,OR,21,no,yes,31,135.9,90,23.1,271.0,84,23.04,179.1,89,8.06,9.5,7,2.57,6,0.04500279173646008,0.16997792494481237,0.27052631578947367,0.08501845018450184,595.5,False
1423,WY,127,yes,yes,28,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1,0.0450261780104712,0.16996871741397288,0.2701923076923077,0.08501567398119123,418.6,False
1462,CO,37,no,no,0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2,0.045053635280095344,0.1700250626566416,0.27037037037037037,0.08501204819277108,499.0,False
1803,AK,101,no,no,0,174.9,105,29.73,262.0,75,22.27,210.0,93,9.45,8.5,5,2.3,1,0.045,0.1699828473413379,0.27058823529411763,0.08499999999999999,655.4,False
1979,ID,60,no,no,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2.0,1,0.04499259990133202,0.17001356852103122,0.27027027027027023,0.08499440089585666,609.8,False
155,LA,151,no,no,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,0.0450169236555096,0.17000559597090095,0.2704081632653061,0.08500513522766175,746.5,False
305,MO,196,no,no,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,0.045002888503755056,0.17,0.2703296703296703,0.08501002004008017,665.7,False
2166,ND,166,no,no,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,0.044974692697035426,0.16998484082870136,0.2696428571428572,0.0850199203187251,598.4000000000001,False
2832,WV,87,no,no,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,0.044986344127975024,0.16999195494770716,0.27066666666666667,0.08500576701268743,561.5,False
2365,VA,112,no,yes,29,198.8,122,33.8,238.6,114,20.28,289.5,69,13.03,11.5,5,3.11,1,0.04500863557858376,0.17002012072434605,0.27043478260869563,0.08499580888516346,738.4,False
2342,MI,61,no,no,0,188.9,105,32.11,153.6,116,13.06,213.3,106,9.6,10.2,2,2.75,2,0.045007032348804495,0.16998411858125992,0.26960784313725494,0.08502604166666668,566.0,False
2491,AZ,138,no,no,0,87.6,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65,2,0.04501397949673812,0.16997716894977172,0.2704081632653061,0.08501311352566505,578.9,False
1315,NH,124,no,no,0,254.3,113,43.23,78.9,104,6.71,153.2,69,6.89,11.8,2,3.19,2,0.04497389033942559,0.1699960676366496,0.2703389830508474,0.08504435994930291,498.20000000000005,False
2651,FL,108,no,no,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,0.04499211356466877,0.17000474608448032,0.26956521739130435,0.08500209467951403,712.1999999999999,False
578,CO,90,no,yes,30,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,1,0.04496877168632894,0.17002176278563655,0.2701298701298701,0.08498040922942969,565.3,False
2178,WY,80,no,no,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,0.04502541757443719,0.17002967359050447,0.26986301369863014,0.08499240121580548,509.29999999999995,False
2861,CA,75,no,yes,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4,0.04501622624014836,0.16999524488825488,0.2702290076335878,0.08498759305210918,680.9000000000001,False
2911,NM,127,yes,no,0,256.5,87,43.61,222.1,101,18.88,156.7,122,7.05,13.0,3,3.51,1,0.04499042756860243,0.1700194931773879,0.26999999999999996,0.085006753714543,648.3,False
1307,SD,139,no,no,0,196.0,135,33.32,186.0,146,15.81,153.0,92,6.89,9.8,1,2.65,3,0.04503267973856209,0.17,0.2704081632653061,0.085,544.8,False
1755,MO,80,yes,yes,15,159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1,0.044971671388101986,0.1699937225360954,0.26974789915966385,0.08499413833528723,483.0,False
1633,NY,87,no,no,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,3,2.57,0,0.04501225061253063,0.17001953125,0.27052631578947367,0.08503105590062111,661.0,False
2455,TN,129,no,no,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,0.04498730964467005,0.1700197238658777,0.27042253521126763,0.08498594941790447,515.2,False
848,ME,149,no,no,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,0.04498553519768563,0.1699915824915825,0.2703296703296703,0.08497920997920999,646.5,False
1556,FL,106,no,no,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0,0.04501731435167372,0.17001121076233183,0.26979166666666665,0.08502024291497975,694.9,False
270,PA,101,no,no,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,0.04501800720288115,0.16999031945788964,0.26986301369863014,0.08501556247220987,696.0,False
633,NJ,122,no,yes,34,146.4,104,24.89,89.7,103,7.62,220.0,91,9.9,15.6,4,4.21,2,0.045,0.17001366120218578,0.26987179487179486,0.08494983277591973,471.7,False
1040,CT,150,no,no,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,0.0449937159614579,0.1699947173798204,0.26956521739130435,0.0850158442734269,658.1,False
287,KS,137,no,no,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,0.045015522593997936,0.16998542982030113,0.27034482758620687,0.0849976110845676,719.5999999999999,False
1334,KS,126,no,no,0,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8.0,4,2.16,1,0.04498966942148761,0.16999688764394646,0.27,0.08499106611078022,690.8,True
2461,WY,78,no,no,0,220.0,95,37.4,179.9,121,15.29,188.2,109,8.47,11.5,5,3.11,0,0.045005313496280556,0.16999999999999998,0.27043478260869563,0.08499166203446358,599.6,False
301,FL,127,no,no,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,0.044980694980694985,0.16999249812453113,0.2694915254237288,0.08500755287009064,744.5,True
1678,VT,64,no,no,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,0.04498902706656913,0.17003436426116839,0.2696629213483146,0.08498248686514887,656.1999999999999,False
2367,AK,74,no,no,0,262.3,114,44.59,198.9,96,16.91,165.9,90,7.47,6.6,5,1.78,3,0.04502712477396022,0.16999618757148305,0.2696969696969697,0.08501759678230267,633.7,False
2124,KS,43,no,no,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,0.04500894454382826,0.16999999999999998,0.27009345794392525,0.08502175264139217,478.1,False
1628,WY,131,no,no,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,0.04498687664041995,0.16997294860234446,0.27025316455696197,0.08503460207612457,432.79999999999995,False
65,WA,40,no,yes,41,148.1,74,25.18,169.5,88,14.41,214.1,102,9.63,6.2,5,1.67,2,0.04497898178421299,0.1700202565833896,0.2693548387096774,0.08501474926253687,537.9,False
2470,MS,189,no,no,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,0.045002486325211345,0.17001755926251094,0.2696428571428572,0.08501474926253687,604.0,False
896,VT,125,no,no,0,126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2,0.04500484966052376,0.17000789265982635,0.2701388888888889,0.08501607717041801,502.79999999999995,False
1842,WA,97,no,no,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,0.045006485084306096,0.17001086562839549,0.2696629213483146,0.08498259572352064,717.4000000000001,True
2921,NE,80,no,no,0,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2,0.04500760263558034,0.17003129890453836,0.269811320754717,0.08502202643171806,522.6,False
2099,MA,71,no,no,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,0.04500569692366122,0.1700068870523416,0.2702970297029703,0.0849940921622686,817.7,True
1510,NY,92,no,no,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1,0.045002368545712934,0.16999246987951805,0.2697674418604651,0.0850027670171555,666.0,False
231,OH,63,yes,yes,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,0.044989878542510124,0.16999999999999998,0.27,0.08499828355647099,698.9000000000001,False
506,OH,136,no,yes,31,143.1,88,24.33,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08,2,0.04499561018437225,0.170020964360587,0.27017543859649124,0.08499577345731192,618.9,False
1498,NH,50,no,no,0,154.7,102,26.3,298.0,108,25.33,210.2,95,9.46,11.1,3,3.0,0,0.045004757373929595,0.1700064641241112,0.2702702702702703,0.08499999999999999,674.0,False
1679,OK,82,no,no,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,0.04500187195806813,0.17001212856276532,0.269811320754717,0.08502160345655305,815.8000000000002,True
1787,OH,146,no,yes,31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1,0.04498820754716981,0.1700246913580247,0.2705128205128205,0.08500414250207125,621.3000000000001,False
1522,ND,62,no,no,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1,0.044984802431610946,0.1699812382739212,0.2696428571428572,0.08501742160278747,600.9000000000001,False
1010,ND,105,no,no,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,3.8,4,1.03,0,0.04502958579881657,0.17000811688311687,0.2710526315789474,0.08501170960187354,675.4,False
841,NV,77,no,no,0,239.2,114,40.66,150.0,115,12.75,160.8,81,7.24,10.3,2,2.78,5,0.045024875621890545,0.16998327759197324,0.2699029126213592,0.085,560.3,False
2941,SC,112,no,yes,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,0.04501401682018422,0.1699822380106572,0.27043478260869563,0.08500778816199375,743.2,False
376,DC,138,no,no,0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,0.04502394890899415,0.17002932551319647,0.2696428571428572,0.0850253807106599,487.79999999999995,False
1548,MD,102,no,no,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,5,2.78,1,0.04497635933806147,0.1700110660272962,0.2699029126213592,0.08499999999999999,622.6,False
3210,TN,93,yes,no,0,168.4,114,28.63,276.0,127,23.46,196.2,48,8.83,11.4,3,3.08,1,0.04500509683995923,0.17001187648456056,0.27017543859649124,0.085,652.0,False
2467,TN,3,yes,no,0,161.0,96,27.37,244.9,82,20.82,180.8,103,8.14,7.7,6,2.08,1,0.04502212389380531,0.17,0.2701298701298701,0.08501429154757044,594.4,False
945,NC,122,no,no,0,180.0,88,30.6,145.0,77,12.33,233.7,120,10.52,11.5,6,3.11,2,0.04501497646555413,0.17,0.27043478260869563,0.08503448275862069,570.2,False
1329,AZ,137,no,no,0,141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,8.0,7,2.16,2,0.044994110718492346,0.17002126151665484,0.27,0.08498641304347826,551.0,False
2304,OK,93,no,yes,32,116.9,120,19.87,232.4,97,19.75,127.7,112,5.75,11.0,9,2.97,0,0.04502740798747063,0.16997433704020531,0.27,0.0849827882960413,488.0,False
756,WY,33,no,no,0,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,14,2.65,2,0.04498991257565569,0.1699859747545582,0.2704081632653061,0.08498748957464553,612.2,False
99,ID,77,no,no,0,251.8,72,42.81,205.7,126,17.48,275.2,109,12.38,9.8,7,2.65,2,0.04498546511627907,0.17001588562351072,0.2704081632653061,0.08497812348079728,742.5,True
2788,MN,134,no,no,0,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0,0.045,0.1700122900450635,0.26944444444444443,0.08501417577966787,698.2,False
871,MA,98,no,no,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3.0,4,0.04499473129610116,0.17000736919675757,0.2702702702702703,0.08497899159663864,757.5999999999999,True
916,WY,105,no,no,0,102.8,74,17.48,281.7,125,23.94,228.1,113,10.26,13.2,5,3.56,2,0.04498027181060938,0.17003891050583658,0.2696969696969697,0.08498402555910543,625.8,False
1640,TN,68,no,no,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,11.0,3,2.97,3,0.045,0.17001795332136446,0.27,0.08498293515358361,611.6,False
532,OR,98,no,yes,38,213.7,61,36.33,253.0,104,21.51,207.7,73,9.35,10.7,5,2.89,2,0.04501685122773231,0.17000467945718298,0.27009345794392525,0.0850197628458498,685.0999999999999,False
1268,NJ,131,no,no,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,0.04500693481276006,0.17001888574126534,0.27037037037037037,0.08499040307101728,627.3,False
2025,IN,119,no,no,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,0.04499723604201216,0.17003236245954692,0.2701492537313433,0.08502066115702481,542.4,False
640,ND,88,no,no,0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2,0.04500484966052376,0.170030959752322,0.26962025316455696,0.08501440922190202,549.0999999999999,False
1277,FL,68,no,yes,24,176.0,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,0.044991413852318266,0.17,0.27006802721088435,0.08499460237495503,643.3,False
186,NY,106,no,no,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0.04498740554156171,0.17000630119722748,0.26960784313725494,0.08506998444790047,431.7,False
2095,CO,98,no,no,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,0.04498697916666667,0.1699830651989839,0.2699248120300752,0.08500527983104542,592.5,False
1472,MD,76,yes,no,0,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12.0,7,3.24,1,0.04497578692493947,0.1699963410171972,0.27,0.08501517450682852,714.1,True
1737,RI,134,no,no,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,0.044988558352402744,0.17000705716302048,0.27045454545454545,0.08501945525291829,574.6,False
937,DC,76,no,no,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,0.04499455930359086,0.17000891265597146,0.2701492537313433,0.08498985801217038,562.8000000000001,False
3212,WV,144,no,yes,38,105.0,86,17.85,121.8,123,10.35,221.5,122,9.97,3.7,4,1.0,0,0.04501128668171558,0.17,0.27027027027027023,0.08497536945812807,452.0,False
2553,VT,67,no,no,0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10.0,2,2.7,6,0.04502164502164502,0.1700076804915515,0.27,0.08501440922190202,686.5,False
2477,MA,96,no,no,0,173.9,111,29.56,287.4,105,24.43,204.8,91,9.22,9.1,7,2.46,1,0.04501953125,0.16998274870615296,0.2703296703296703,0.0850034794711204,675.2,False
2664,NM,188,yes,yes,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,0.04498740554156171,0.17002012072434605,0.2701388888888889,0.08499399759903963,578.3,True
1281,MN,109,no,no,0,162.6,138,27.64,154.0,109,13.09,209.7,118,9.44,11.5,4,3.11,0,0.04501669051025274,0.16998769987699877,0.27043478260869563,0.08499999999999999,537.8,False
2301,PA,104,no,no,0,144.5,107,24.57,180.5,85,15.34,226.0,94,10.17,17.0,6,4.59,2,0.045,0.17003460207612456,0.27,0.08498614958448754,568.0,False
611,KY,90,no,no,0,193.7,83,32.93,154.2,79,13.11,299.0,60,13.46,12.7,3,3.43,1,0.04501672240802676,0.17000516262261228,0.27007874015748035,0.08501945525291829,659.5999999999999,False
1671,VA,84,no,no,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,2,0.044990176817288806,0.16996927803379416,0.26999999999999996,0.08499999999999999,727.5999999999999,False
151,NE,117,no,no,0,102.8,119,17.48,206.7,91,17.57,299.0,105,13.46,10.1,7,2.73,1,0.04501672240802676,0.17003891050583658,0.2702970297029703,0.08500241896468312,618.6,False
3248,NJ,93,no,no,0,146.3,85,24.87,216.6,95,18.41,233.0,82,10.49,11.5,3,3.11,0,0.045021459227467815,0.16999316473000683,0.27043478260869563,0.08499538319482917,607.4,False
2385,NM,132,no,no,0,214.6,78,36.48,251.7,98,21.39,240.8,88,10.84,13.9,2,3.75,0,0.04501661129568106,0.1699906803355079,0.2697841726618705,0.08498212157330155,721.0,False
1830,CT,50,no,no,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,0.045013850415512466,0.17000331455087836,0.2704761904761905,0.08497905445840814,551.5,False
2135,AL,100,no,no,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,0.04501329787234042,0.16999376169681846,0.2696428571428572,0.08499774062358788,543.2,False
736,UT,68,no,no,0,162.1,86,27.56,155.0,86,13.18,189.7,87,8.54,11.0,9,2.97,5,0.045018450184501846,0.17001850709438618,0.27,0.08503225806451613,517.8,True
1663,WV,191,no,no,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,0.045009505703422055,0.16999999999999998,0.2697247706422018,0.08499170812603649,624.5,False
1974,KY,113,no,yes,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,0.045009208103130756,0.1700253485424588,0.2701149425287357,0.085015479876161,599.5,True
3030,MI,37,no,no,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14.0,5,3.78,3,0.04498845265588915,0.17001044932079415,0.26999999999999996,0.08500597371565113,589.3,False
23,SC,111,no,no,0,110.4,103,18.77,137.3,102,11.67,189.6,105,8.53,7.7,6,2.08,2,0.044989451476793244,0.17001811594202898,0.2701298701298701,0.08499635833940276,445.0,False
2354,MT,102,no,no,0,273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,13.1,7,3.54,2,0.04501718213058419,0.16998535871156661,0.2702290076335878,0.08498342018000948,701.1,True
158,MO,6,no,no,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,0.04501679731243001,0.16998910675381265,0.26960784313725494,0.08500194779898715,629.0999999999999,False
866,OH,119,no,yes,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3.0,0,0.04498293515358362,0.17001363016810542,0.2702702702702703,0.08501118568232663,645.9000000000001,False
3295,TN,110,no,no,0,227.7,88,38.71,170.0,96,14.45,128.7,57,5.79,11.7,5,3.16,1,0.044988344988344996,0.1700043917435222,0.2700854700854701,0.08499999999999999,538.0999999999999,False
908,CO,23,no,no,0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15.0,4,4.05,6,0.04499545040946315,0.1699789695057834,0.26999999999999996,0.08497596153846154,591.4,False
1772,CO,59,no,no,0,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1,0.04497816593886463,0.16998697916666666,0.2704,0.08501216545012165,486.1,False
1238,OH,147,yes,yes,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3,0.04499290780141844,0.16998635743519783,0.27037037037037037,0.08498800959232614,789.0,False
2509,KY,108,no,no,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2,0.04500587544065805,0.17005420054200543,0.2697247706422018,0.08500697350069734,398.3,False
446,TX,88,no,no,0,138.3,116,23.51,236.0,138,20.06,179.1,110,8.06,9.6,4,2.59,3,0.04500279173646008,0.16999276934201013,0.26979166666666665,0.08499999999999999,563.0,False
3261,VT,131,no,no,0,175.1,73,29.77,171.9,116,14.61,131.1,94,5.9,7.3,6,1.97,1,0.045003813882532426,0.17001713306681895,0.26986301369863014,0.08499127399650959,485.4,False
759,NV,136,no,yes,21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,0.04499532273152479,0.17001114827201783,0.27052631578947367,0.0849806736609608,690.7,False
929,HI,24,no,no,0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1,0.04498834498834499,0.16998759818106654,0.2696969696969697,0.0849862258953168,608.2,False
3300,SC,111,no,yes,21,127.1,94,21.61,228.3,116,19.41,166.7,108,7.5,7.1,3,1.92,1,0.04499100179964007,0.17002360346184106,0.27042253521126763,0.0850197109067017,529.2,False
2340,ID,101,no,yes,17,193.9,71,32.96,189.8,81,16.13,196.3,97,8.83,12.6,7,3.4,0,0.04498217014773306,0.1699845281072718,0.2698412698412698,0.08498419388830347,592.6000000000001,False
312,VA,16,no,no,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,0.04497955474784189,0.16999027237354086,0.2697247706422018,0.08501474926253687,606.0999999999999,False
1384,CT,141,no,no,0,51.9,108,8.82,162.0,83,13.77,223.5,115,10.06,10.1,3,2.73,3,0.04501118568232662,0.1699421965317919,0.2702970297029703,0.08499999999999999,447.5,False
551,NY,157,no,no,0,224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,11.5,2,3.11,2,0.04502572898799314,0.17002227171492207,0.27043478260869563,0.08500249128051819,553.3,False
2221,FL,120,no,no,0,184.5,103,31.37,209.0,86,17.77,169.7,70,7.64,10.2,6,2.75,2,0.045020624631703005,0.1700271002710027,0.26960784313725494,0.08502392344497607,573.4,False
1800,NE,21,no,no,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,0.04498191681735986,0.17,0.27009345794392525,0.08501228501228503,701.0999999999999,False
